Density,Young's Modulus,Yield Strength,Tensile Strength,Specific Heat,Coefficient of Thermal Expansion,"Aluminum, Al","Chromium, Cr","Copper, Cu","Iron, Fe","Magnesium, Mg","Manganese, Mn","Silicon, Si","Titanium, Ti","Zinc, Zn","Zirconium, Zr","Vanadium, V","Boron, B","Nickel, Ni","Gallium, Ga","Oxygen, O","Beryllium, Be","Bismuth, Bi","Lead, Pb","Tin, Sn","Scandium, Sc","Lithium, Li","Silver, Ag"
2.83,-0.28476132092585066,2.369714249683525,2.118892770822672,-0.7096509866716985,-0.345507370623403,90.9,0.1,1.5,0.3,1.8,0.15,0.2,0.06,5.7,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.29190267066694486,0.907794905990038,0.7306128694312491,-0.7515885381037322,-0.345507370623403,94.7,0.06,0.1,0.4,1.0,0.2,0.35,0.01,4.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,-1.4774419179309142,-1.633215070775768,-0.1404382911041234,-1.1358053982956928,99.45,0.0,0.05,0.55,0.05,0.05,0.0,0.03,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7257396674379867,-0.6310675610557376,-0.9953567377040332,-0.2247348768971729,0.4376061295246049,99.5,0.0,0.05,0.4,0.05,0.05,0.25,0.03,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.9024880735299028,0.9462664676661824,1.2183868888390463,-0.9842471148925426,0.3011001065630141,93.0,0.0,5.8,0.4,0.1,0.2,0.3,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.89,-0.047311442034699,3.870105155053156,3.432130515382126,-0.14128125696207813,0.7321717580206272,85.6,0.0,1.1,0.0,2.3,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.19013843685645265,1.7541692628652146,1.6311187514148748,-1.0677007348276677,0.37294538180595044,90.3,0.04,2.0,0.15,1.9,0.1,0.12,0.06,5.7,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.38652555473634287,-0.9003684927887483,-0.695188110376158,1.1029363493433542,0.4447906570488868,95.3,0.0,4.0,1.0,0.03,0.35,0.7,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,0.9616550923366401,1.2183868888390463,-0.9834041490346183,0.4447906570488868,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,0.1075864231262347,-0.019808698888438833,-0.33010560913848475,0.4447906570488868,98.8,0.15,0.35,1.0,0.45,0.2,0.6,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.4275883157476043,0.7539086592854605,0.9182182615111711,-0.7515885381037322,-0.345507370623403,99.3,0.0,0.1,0.7,0.05,0.05,0.0,0.03,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.38652555473634287,0.907794905990038,0.5054863989353428,-0.6462178058624204,0.039583304678736546,96.8,0.1,0.15,0.35,3.0,0.2,0.2,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,0.3691930425240165,-0.13237193413639203,1.1029363493433542,0.37294538180595044,79.6,0.0,4.0,1.3,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.28476132092585066,-0.15402019627154714,-0.12486771845319515,-0.2247348768971729,-0.05812626965166262,97.1,0.05,0.1,0.4,2.4,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7257396674379867,0.44613616587630534,0.01771237952754557,-0.3722539020350095,-0.345507370623403,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,-0.047311442034699,-0.5772073747091354,-0.4850700712466454,1.1029363493433542,0.1574095560771439,93.6,0.2,0.2,0.8,1.8,0.4,0.2,0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,0.4275883157476043,-0.47718131435116,-0.9053061495056707,1.1029363493433542,-0.05812626965166262,93.3,0.0,0.25,0.6,0.2,0.35,6.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.5222111998170024,-0.42332112800455785,-0.3349857575827078,1.1029363493433542,0.7321717580206272,94.1,0.0,1.0,0.2,0.4,0.1,4.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-0.15402019627154714,-0.3349857575827078,1.1029363493433542,-3.5785447565554933,92.5,0.06,0.1,0.15,0.8,0.1,0.15,0.1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,-0.047311442034699,-0.5233471883625332,0.2353346343402551,1.1029363493433542,0.5166359322918206,89.5,0.0,3.0,0.6,0.1,0.1,7.5,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7596610787081491,-0.20788038261814928,-0.5375995810290236,-0.2247348768971729,0.6603264827776908,98.9,0.1,0.2,0.7,1.1,0.1,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7596610787081491,-1.3751075638723702,-1.2129789925167427,-0.6462178058624204,0.588481207534757,97.7,0.0,0.2,0.1,0.8,0.15,0.08,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.42332112800455785,-0.7477176201585362,-0.28795731624196,-1.1358053982956928,95.9,0.2,0.3,0.7,0.2,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.38652555473634287,-1.2696954848797344,-0.9953567377040332,-0.3722539020350095,-0.4891979211092731,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.19013843685645265,-1.004241709314338,-0.5375995810290236,-0.9071157388919212,1.235088684721174,89.5,0.18,1.6,0.5,2.4,0.3,0.4,0.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.79,-0.047311442034699,-0.9003684927887483,-0.4850700712466454,1.1029363493433542,-1.3513412240244966,93.0,0.0,3.5,1.2,0.1,0.5,2.5,0.25,1.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,1.106016541150892,0.6000224125808828,0.8431761046792023,-0.6462178058624204,0.588481207534757,93.6,0.1,3.5,1.0,1.2,0.2,0.9,0.0,0.25,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,0.3768873548592454,0.13027561477549876,-0.30903146269022236,0.588481207534757,98.6,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.047311442034699,-0.6310675610557376,0.02521659521074245,1.1029363493433542,0.4447906570488868,89.0,0.0,1.0,2.0,0.1,0.35,11.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
2.66,-0.047311442034699,0.21530679581943898,0.2353346343402551,-0.2247348768971729,0.1574095560771439,96.3,0.05,0.1,0.5,3.5,0.2,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7257396674379867,-1.4389703562547698,-1.3705675218638773,-0.6462178058624204,0.24075007535893847,98.5,0.0,0.1,0.1,0.6,0.03,0.08,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.7596610787081491,0.1075864231262347,-0.07233820867081699,-0.2247348768971729,-0.4891979211092731,97.8,0.0,0.1,0.1,2.2,0.1,0.08,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,0.40766460420016093,0.39292316368738955,-0.2247348768971729,-0.41735264586633936,95.6,0.05,0.1,0.4,4.0,0.4,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.62,-0.047311442034699,-0.792648120095544,-0.38751526736508596,1.1029363493433542,0.4447906570488868,93.6,0.0,0.05,0.15,6.2,0.1,0.15,0.1,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2.59,1.6487591214735202,-0.2848235059704381,-0.6201459535441892,6.160731496926322,-1.8542581507250462,95.6,0.05,2.4,0.12,0.25,0.05,0.1,0.15,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0
2.79,-0.047311442034699,-0.9003684927887483,-0.9578356592880488,1.1029363493433542,0.588481207534757,91.0,0.0,4.0,1.0,0.1,0.5,5.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-1.1104232195404966,-1.0553904631696083,-0.49869878072458373,0.588481207534757,97.0,0.4,0.7,0.5,0.8,0.6,0.9,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.88,-0.047311442034699,-1.169669424521759,-1.265508502299121,1.1029363493433542,0.588481207534757,93.1,0.0,0.7,0.7,0.1,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0
2.68,2.6664014595784518,0.8539347196434358,0.5430074773513272,0.15038492988186972,0.8758623085064974,85.0,0.1,0.5,1.0,0.8,0.0,11.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-0.47718131435116,-0.6576670319601736,-0.1404382911041234,0.4447906570488868,99.0,0.0,0.05,0.95,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.73,-0.7596610787081491,-0.42332112800455785,-0.8527766397232925,-0.37499354107327115,0.4447906570488868,99.0,0.0,0.05,0.7,0.0,1.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.82,-0.38652555473634287,-0.7849538077603151,-0.13237193413639203,-0.9834041490346183,-1.1358053982956928,94.8,0.0,5.0,0.7,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2.71,0.6650381946387511,0.4846077275524497,0.4979821832521459,1.1029363493433542,0.1574095560771439,89.4,0.0,1.6,0.2,0.4,0.1,8.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,0.21530679581943898,-0.019808698888438833,-0.31008517001262137,0.3011001065630141,98.6,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,0.6384939742570273,1.1658573790566682,-0.7515885381037322,-2.5727109031543995,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,-0.047311442034699,3.062202359854124,2.86931433914236,-1.0677007348276677,0.4447906570488868,87.0,0.18,1.6,0.4,2.6,0.2,0.35,0.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.76,1.1399379524210544,1.1155413390412177,1.11332786927429,-0.7515885381037322,-0.7262873294109381,94.9,0.0,1.9,0.9,1.3,0.0,0.1,0.04,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.28476132092585066,0.3691930425240165,-0.019808698888438833,1.1029363493433542,0.0855642808342101,94.1,0.25,1.0,0.6,0.4,0.5,4.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.38652555473634287,0.9462664676661824,1.0758067908583058,0.19674805206807455,-1.4950317745103694,95.3,0.0,4.2,0.15,0.15,0.2,0.1,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.20788038261814928,-0.38751526736508596,-0.3709894532481031,0.2939155790387373,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.28476132092585066,0.21530679581943898,-0.019808698888438833,-0.2247348768971729,0.2098566070044972,97.7,0.15,0.04,0.4,2.2,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.28476132092585066,0.1075864231262347,-0.12486771845319515,-0.2247348768971729,0.3011001065630141,97.7,0.15,0.04,0.4,2.2,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.38652555473634287,0.9462664676661824,1.0758067908583058,0.19674805206807455,-0.4891979211092731,95.3,0.0,4.2,0.1,0.15,0.2,0.05,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.42332112800455785,-0.5901290908114017,-0.37162167764155046,-0.4891979211092731,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,-1.163513974653576,-0.8527766397232925,-0.7473737088140778,-2.6445561783973335,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,-0.047311442034699,-0.5925959993795932,-0.28245624780032963,-1.0677007348276677,-0.22337040271040912,87.0,0.18,1.6,0.4,2.6,0.2,0.35,0.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.82,-0.38652555473634287,0.2691669821660411,0.13027561477549876,-0.6847834938627474,0.588481207534757,93.7,0.0,5.0,0.7,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2.71,-0.28476132092585066,-0.32329506764658245,-0.28245624780032963,1.1029363493433542,0.588481207534757,94.1,0.25,1.0,0.6,0.4,0.5,4.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-1.3220168087592907,-1.265508502299121,-0.30903146269022236,-2.6445561783973335,98.6,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,0.022948987438717042,-0.16989301255237643,-0.4354763413797966,0.29607093729601525,97.0,0.0,0.15,0.8,0.4,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,-0.28476132092585066,0.530773601563823,0.6480664969160835,-0.6462178058624204,-1.2478840276746634,94.6,0.0,5.0,0.7,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2.71,-0.28476132092585066,-0.31560075531135356,-0.4400447771474641,1.1029363493433542,0.3011001065630141,94.1,0.25,1.0,0.6,0.4,0.5,4.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7596610787081491,-1.4812890740985285,-1.5236535218010936,-0.1404382911041234,-0.05812626965166262,99.0,0.0,0.05,0.95,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.73,-0.7596610787081491,-0.6310675610557376,-1.0553904631696083,-0.3722539020349978,-0.4891979211092731,99.0,0.0,0.05,0.7,0.0,1.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.19013843685645265,1.8080294492118167,1.7887072807620092,-0.6462178058624204,0.4447906570488868,91.5,0.18,1.2,0.12,1.9,0.06,0.1,0.06,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.15402019627154714,0.4979821832521459,-0.49869878072458373,0.3011001065630141,97.0,0.4,0.7,0.5,0.8,0.6,0.9,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,0.6384939742570273,0.2878641441226333,1.1029363493433542,-0.05812626965166262,92.5,0.06,0.1,0.15,0.8,0.1,0.15,0.1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,2.6664014595784518,0.8000745332968336,0.4979821832521459,0.15038492988186972,-0.4891979211092731,85.0,0.1,0.5,1.0,0.8,0.0,11.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.4275883157476043,1.10015271437076,1.368471202502984,-0.7515885381037322,0.4447906570488868,94.7,0.1,3.8,0.12,1.2,0.3,0.1,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.79,0.9703308960702326,-1.004241709314338,-0.7477176201585362,1.1029363493433542,-0.548111046808473,91.5,0.0,3.0,1.0,0.1,0.5,5.5,0.25,1.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.59,1.6487591214735202,-0.1309372592658605,0.2053177716074676,6.160731496926322,0.3011001065630141,95.6,0.05,2.4,0.12,0.25,0.05,0.1,0.15,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0
2.69,-0.7596610787081491,-0.47718131435116,-0.7477176201585362,-0.6462178058624204,0.1574095560771439,98.5,0.0,0.1,0.1,0.6,0.03,0.08,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.7596610787081491,-0.42332112800455785,-0.4400447771474641,-0.2247348768971729,1.235088684721174,97.8,0.0,0.1,0.1,2.2,0.1,0.08,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.047311442034699,-0.6310675610557376,-0.019808698888438833,-0.2247348768971729,-2.5727109031543995,95.6,0.05,0.1,0.4,4.0,0.4,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.76,-0.047311442034699,-0.8465083064421461,-0.6426586005937799,1.1029363493433542,1.235088684721174,95.3,0.2,0.2,0.8,1.4,0.4,0.2,0.25,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.047311442034699,0.25377835749558336,-1.9558963451532339,-0.2247348768971729,-1.1358053982956928,96.3,0.0,0.0,0.5,3.5,0.2,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,-0.28476132092585066,1.4463967694560593,1.4435133593349527,-0.6761430938189641,0.4447906570488868,90.9,0.1,1.5,0.3,1.8,0.15,0.2,0.06,5.7,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,1.292510522751482,0.8431761046792023,-0.30903146269022236,0.588481207534757,98.6,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,1.106016541150892,0.6000224125808828,0.8431761046792023,-0.6462178058624204,0.588481207534757,93.6,0.1,3.5,1.0,1.2,0.2,0.9,0.0,0.25,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.26174056896475145,-0.5901290908114017,-0.28795731624196,0.8758623085064974,95.9,0.2,0.3,0.7,0.2,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-1.2166047297666551,-0.8527766397232925,-0.37162167764155046,0.4447906570488868,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.19013843685645265,1.7541692628652146,1.736177770979631,-0.45043898535806265,0.588481207534757,91.4,0.18,1.2,0.2,2.1,0.1,0.15,0.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.79,-0.047311442034699,-0.5772073747091354,-0.38751526736508596,1.1029363493433542,0.37294538180595044,93.0,0.0,3.5,1.2,0.1,0.5,2.5,0.25,1.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,-0.047311442034699,-0.5772073747091354,0.13027561477549876,1.1029363493433215,0.4447906570488868,88.4,0.0,2.0,1.3,0.1,0.5,9.5,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
2.69,-0.7596610787081491,-1.3220168087592907,-1.1079199729519864,-0.2247348768971729,-0.41735264586633936,98.9,0.1,0.2,0.7,1.1,0.1,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7596610787081491,-0.31560075531135356,-0.6426586005937799,-0.6462178058624204,0.4447906570488868,97.7,0.0,0.2,0.1,0.8,0.15,0.08,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,0.4275883157476043,0.16144660947283684,0.13027561477549876,1.1029363493433542,-0.25857458757945473,93.0,0.0,0.2,0.2,0.4,0.1,6.5,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-0.31560075531135356,-0.5375995810290236,1.1029363493433542,0.3011001065630141,92.5,0.06,0.1,0.15,0.8,0.1,0.15,0.1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,-0.9388400544648927,-0.9203145808720644,-0.4354763413797966,-0.4891979211092731,99.0,0.1,0.1,0.35,0.4,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,0.4275883157476043,-0.6849277474023397,-0.6426586005937799,1.1029363493433542,-0.20253527288994516,93.3,0.0,0.25,0.6,0.2,0.35,6.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.28476132092585066,-0.47718131435116,-0.8002471299409144,1.1029363493433542,0.588481207534757,94.1,0.25,1.0,0.6,0.4,0.5,4.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7257396674379867,-0.05399413591357174,-0.28245624780032963,-0.4354763413797966,0.588481207534757,98.8,0.15,0.1,0.35,1.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.42332112800455785,-0.5901290908114017,-0.3722539020350095,-1.1358053982956928,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.19013843685645265,1.4925626434674326,1.5260597318501186,-0.6462178058624204,1.235088684721174,91.5,0.18,1.2,0.12,1.9,0.06,0.1,0.06,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7596610787081491,-0.6310675610557376,-0.9053061495056707,-0.2247348768971729,0.3011001065630141,98.9,0.1,0.2,0.7,1.1,0.1,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.28476132092585066,-0.792648120095544,-0.3349857575827078,-0.2247348768971729,-1.1358053982956928,97.1,0.05,0.1,0.4,2.4,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.796,-0.7257396674379867,-0.7464822460841707,-0.28245624780032963,1.1029363493433542,-0.4891979211092731,94.0,0.0,4.0,1.2,0.05,0.35,2.0,0.25,0.5,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,0.9616550923366401,1.2183868888390463,-0.9834041490346183,0.01371900559127374,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
